Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2008-0075-AGO,2008,0075,,Technological,Technological,Transport accident,Road,,,Angola,AGO,Middle Africa,Africa,Kwanza Sul province,,,,,No,No,,,,,,,,2008,2,15,2008,2,15,15,,,,,,,,,,,79.4563044,,,,
2008-0106-AGO,2008,0106,,Technological,Technological,Miscellaneous accident,Collapse,,Building,Angola,AGO,Middle Africa,Africa,Benguela province,Heavy rain,,,,No,No,,,,,,,,2008,3,13,2008,3,13,11,,,,,,,,,,,79.4563044,,,,
2008-0170-CAN,2008,0170,,Natural,Hydrological,Flood,Riverine flood,,,Canada,CAN,Northern America,Americas,"Belleville city, Foxboro community, Tweed village (Hastings district, Ontario province), Campbellford, Trent Hills municipality (Northumberland district, Ontario province), Ottawa city (Ottawa province, Ontario province)",Snowmelt,,,,,,,22900,Km2,44.46,-77.47,,"Moira, Trent, Crowe, Rideau",2008,4,10,2008,4,24,,,400,,400,,,,,,,79.4563044,2,,12657;12670;12671,"Hastings, Northumberland, Ottawa (Adm2)."
2008-0606-CAN,2008,0606,,Technological,Technological,Industrial accident,Explosion,,Propone gaz facility,Canada,CAN,Northern America,Americas,Toronto,,,,,No,No,,,m3,,,,,2008,8,10,2008,8,10,2,18,12500,,12518,,,,,,,79.4563044,,,,
2008-0071-IDN,2008,0071,EQ-2008-000028,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Simeulue district (Nangroe Aceh Darussalam province),,,,,,,,7,Richter,2.768,95.964,15:08,,2008,2,20,2008,2,20,3,25,,,25,,,,,,,79.4563044,2,,73850,Simeulue (Adm2).
2008-0403-IDN,2008,0403,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jarai village (Lahat district, Sumatra Selatan province)",,,,,,,,5,Richter,-3.935,103.058,,,2008,9,9,2008,9,9,2,60,565,,625,,,,,,,79.4563044,2,,73769,Lahat (Adm2).
2008-0536-IDN,2008,0536,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Buol district (Sulawesi Tengah province) Gorontalo province,,,,,,,,7,Richter,1.271,122.091,01:02,,2008,11,16,2008,11,16,6,77,10000,,10077,,,,,,,79.4563044,1;2,73611,73664,Gorontalo (Adm1). Buol (Adm2).
2008-0162-IDN,2008,0162,,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Egon,Indonesia,IDN,South-Eastern Asia,Asia,Sikka district (Nusatenggara Timur province),,,,,,,,,,,,,,2008,4,15,2008,4,15,,,600,,600,,,,,,,79.4563044,2,,18156,Sikka (Adm2).
2008-0067-IDN,2008,0067,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Situbondo district (Jawa Timur province),Heavy rain,,,,,,,400,Km2,-7.74,114,,"Sampeyan, Pelegangan",2008,2,8,2008,2,12,14,,7000,,7000,,,,,,,79.4563044,2,,18096,Situbondo (Adm2).
2008-0176-IDN,2008,0176,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Aceh Barat district (Nangroe Aceh Darussalam province),Heavy rain,,,,,,,4200,Km2,4.65,95.77,,,2008,4,23,2008,4,27,,,34514,,34514,,,,,,,79.4563044,2,,73624,Aceh Barat (Adm2).
2008-0013-IDN,2008,0013,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Bogor, Kota Depok districts (Jawa Barat province), Kota Jakarta Timur, Kota Jakarta Selatan districts (Dki Jakarta province), Tangerang district (Banten province)",Heavy rains,,,,,,,2180,Km2,-6.23,106.83,,"Ciliwung, Cisadane, Sabi",2008,1,2,2008,1,6,,,1000,,1000,,,,,,,79.4563044,2,,18008;18028;73720;73724;73725,"Bogor, Kota Depok, Kota Jakarta Selatan, Kota Jakarta Timur, Tangerang (Adm2)."
2008-0042-IDN,2008,0042,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Jakarta Barat, Kota Jakarta Pusat, Kota Jakarta Timur districts (Dki Jakarta province)",Heavy rain,,,,,,,380,Km2,-6.19,106.85,,,2008,2,1,2008,2,6,3,,88261,1500,89761,,,,,,,79.4563044,2,,73722;73723;73725,"Kota Jakarta Barat, Kota Jakarta Pusat, Kota Jakarta Timur (Adm2)."
2008-0052-IDN,2008,0052,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Pasuruan district (Jawa Timur province),Heavy rain,,,,,,,810,Km2,-7.71,112.91,,,2008,1,30,2008,1,31,3,,40000,,40000,,,,,653,822,79.4563044,2,,18091,Pasuruan (Adm2).
2008-0128-IDN,2008,0128,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kampar, Kota Pekanbaru, Kuantan Singingi districts (Riau province)",Heavy rain,,,,,,,80090,Km2,0.54,101.78,,"Siak, Rokan, Kampar, Indragiri",2008,3,10,2008,4,3,,,60000,,60000,,,,,,,79.4563044,2,,18165;73688;73764,"Kampar, Kota Pekanbaru, Kuantan Singingi (Adm2)."
2008-0383-IDN,2008,0383,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Limba B, Biwau, Biawao, Donggala, Limba U2, Moodu, Heledula Utara, Heledulaa Selatan, Ipilo, Bugis, Tenilo, Dembe Jaya II, Dembe Jaya, Wongkaditi Timur areas (Gorontalo district, Gorontalo province), Kota Gorotalo, Bonebolango districts (Gorontalo province), Sumatra Utara, Sulawesi Selatan, Maluku, Riau, Sulawesi Tengah, Jawa Barat, Kalimantan Selatan, Kalimantan Tengah, Kalimantan Timur provinces",Monsoonal rains,,,,,,,9851,Km2,0.68,122.52,,,2008,9,6,2008,9,8,16,,118000,,118000,,,,,1080,1359,79.4563044,1;2,1523;1524;1525;1532;1537;73613;73615;73618;73620,18199;73660;73675,"Jawa Barat, Kalimantan Selatan, Kalimantan Tengah, Kalimantan Timur, Maluku, Riau, Sulawesi Selatan, Sulawesi Tengah, Sumatera Utara (Adm1). Bonebolango, Gorontalo, Kota Gorontalo (Adm2)."
2008-0618-IDN,2008,0618,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jawa Tengah, Gorontalo, Kalimantan Barat, Sulawesi Tengah, Bali, Bengkulu, Banten, Sumatera Utara, Jawa Barat provinces",,,,,,,,,Km2,,,,,2008,10,,2008,10,,5,,11000,,11000,,,,,,,79.4563044,1,1513;1514;1520;1522;1532;1537;73610;73611;73613,,"Bali, Banten, Bengkulu, Gorontalo, Jawa Barat, Jawa Tengah, Kalimantan Barat, Sulawesi Tengah, Sumatera Utara (Adm1)."
2008-0635-IDN,2008,0635,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Barat district (Nusatenggara Barat province),Heavy rain,,,,,,,126700,Km2,-3.33,103.14,,,2008,12,26,2009,1,12,24,,15000,,15000,,,,,,,79.4563044,2,,18145,Lombok Barat (Adm2).
2008-0189-IDN,2008,0189,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Puncakjaya, Mimika districts (Papua province)",,,,,,,,,,-4.4831667,137.69,,,2008,5,5,2008,5,5,21,,,,,,,,,,,79.4563044,2,,73797;73832,"Mimika, Puncakjaya (Adm2)."
2008-0502-IDN,2008,0502,,Technological,Technological,Industrial accident,Collapse,,Sand mine,Indonesia,IDN,South-Eastern Asia,Asia,Sulawesi Island,,,,,No,No,,,m3,,,,,2008,10,29,2008,10,29,25,,,,,,,,,,,79.4563044,,,,
2008-0312-IDN,2008,0312,,Technological,Technological,Miscellaneous accident,Other,,,Indonesia,IDN,South-Eastern Asia,Asia,Merauke (Papua New Guinea),,,,,No,No,,,,,,,,2008,7,29,2008,7,29,16,,,,,,,,,,,79.4563044,,,,
2008-0407-IDN,2008,0407,,Technological,Technological,Miscellaneous accident,Other,,Stampede,Indonesia,IDN,South-Eastern Asia,Asia,Pasuruan (Java Isl.),,,,,No,No,,,,,,,,2008,9,15,2008,9,15,21,11,,,11,,,,,,,79.4563044,,,,
2009-0063-IDN,2009,0063,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Blora, Sragen, Bojonegoro, Jember, Ngawi, Pasuruan districts (Jawa Timur province), Luwu district (Sulawesi Selatan province)",Incessant rains,"Slide (land, mud, snow, rock)",,,,,,60610,Km2,-2.63,120.26,,,2009,1,27,2009,2,2,18,,12000,,12000,,,,,,,79.17380276,2,,18033;18058;18067;18070;18088;18091;73779,"Blora, Bojonegoro, Jember, Luwu, Ngawi, Pasuruan, Sragen (Adm2)."
2009-0121-IDN,2009,0121,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cireundeu village (Tangerang district, Banten province)",Heavy rain,Broken Dam/Burst bank,,,,,,19200,Km2,6.55,106.36,,,2009,3,26,2009,3,27,64,,1600,,1600,,,,,,,79.17380276,2,,18028,Tangerang (Adm2).
2009-0037-AGO,2009,0037,,Natural,Hydrological,Flood,Riverine flood,,,Angola,AGO,Middle Africa,Africa,Luanda province,Heavy rains,,,,,,,61810,Km2,-9.84,14.15,,,2009,2,14,2009,2,16,2,,,415,415,,,,,,,79.17380276,1,408,,Luanda (Adm1).
2009-0092-AGO,2009,0092,FL-2009-000063,Natural,Hydrological,Flood,Riverine flood,,,Angola,AGO,Middle Africa,Africa,"Mukolongondjo, Mupa, Kalonga Kubati villages (Cuvelai district, Cunene province), Onjiva, Evale, Mongua, Nehone, Chimpolo villages (Cuanhama district, Cunene province), Namacunde, Sgiede villages (Namacunde district, Cunene province), Xangongo village (Ombadja district, Cunene province), Cahama district (Cunene province), Moxico, Cuando Cubango, Malanje, Bie, Lunda Sul, Uige provinces",Heavy rains,,,Yes,,Yes,84,,Km2,16.68,-17.08,,Vuvelai basin,2009,3,1,2009,4,16,60,,220000,,220000,,,,,,,79.17380276,1;2,400;402;410;411;412;414,4257;4258;4260;4261;4262,"Bie, Cuando Cubango, Lunda Sul, Malanje, Moxico, Uige (Adm1). Cahama, Cuanhama, Cuvelai, Namacunde, Ombadja (Adm2)."
2009-0093-AGO,2009,0093,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Angola,AGO,Middle Africa,Africa,"Okanguati, Opuwo areas (Cunene province)","Flood, poor clean water supply and sanitation systems",,,,No,No,,,Vaccinated,,,,,2009,3,,2009,3,,9,,143,,143,,,,,,,79.17380276,,,,
2009-0099-CAN,2009,0099,,Technological,Technological,Transport accident,Air,,Helicopter,Canada,CAN,Northern America,Americas,Near Terre Neuve,,,,,No,No,,,,,,,,2009,3,12,2009,3,12,16,,1,,1,,,,,,,79.17380276,,,,
2009-0001-IDN,2009,0001,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Manokwari , Sorong districts (Papua Barat province)",,,,,,,,8,Richter,-0.414,132.885,04:43,,2009,1,3,2009,1,3,5,250,4000,,4250,,,,,10000,12630,79.17380276,2,,73790;73855,"Manokwari, Sorong (Adm2)."
2009-0112-IDN,2009,0112,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Kepulauan-talaud district (Sulawesi Utara province),,,,,,,,7,Richter,3.886,126.387,,,2009,2,11,2009,2,11,,64,2985,,3049,,,,,9000,11367,79.17380276,2,,73701,Kepulauan-talaud (Adm2).
2009-0049-IDN,2009,0049,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Buwun Mas village (Central Sekotong sub-district, Lombok Barat, Nusatenggara Barat province)",Heavy rains,,,,,,,,,,,,,2009,1,18,2009,1,18,15,,5,,5,,,,,,,79.17380276,2,,18145,Lombok Barat (Adm2).
2009-0135-IDN,2009,0135,,Technological,Technological,Transport accident,Air,,Fokker 27,Indonesia,IDN,South-Eastern Asia,Asia,Java Isl.,,,,,No,No,,,,,,,,2009,4,6,2009,4,6,24,,,,,,,,,,,79.17380276,,,,
2009-0154-IDN,2009,0154,,Technological,Technological,Transport accident,Air,,,Indonesia,IDN,South-Eastern Asia,Asia,Papua,,,,,No,No,,,,,,,,2009,4,17,2009,4,17,11,,,,,,,,,,,79.17380276,,,,
2009-0020-IDN,2009,0020,,Technological,Technological,Transport accident,Water,,"Ferry ""Teratai Prima""",Indonesia,IDN,South-Eastern Asia,Asia,Between Sulawesi Isl. and Borneo,,,,,No,No,,,,,,,,2009,1,10,2009,1,11,247,,34,,34,,,,,,,79.17380276,,,,
2009-0032-IDN,2009,0032,,Technological,Technological,Transport accident,Water,,,Indonesia,IDN,South-Eastern Asia,Asia,Malacca detroit (Near Sumatra Isl.),,,,,No,No,,,,,,,,2009,1,13,2009,1,14,28,,,,,,,,,,,79.17380276,,,,
2007-0521-MEX,2007,0521,FL-2007-000200,Natural,Hydrological,Flood,Riverine flood,,,Mexico,MEX,Central America,Americas,"Huitiupan, Ixhuatan, Ixtacomitan, Juarez, Ocotepec, Ostuacan, Pantepec, Pichucalco, Reforma, Solosuchiapa districts (Chiapas province), Tabasco province",Heavy rain,Broken Dam/Burst bank,"Slide (land, mud, snow, rock)",Yes,Yes,Yes,12000,35810,Km2,17.67,-92.41,,"Grijalva, Puxcatab, Carrizal",2007,10,28,2007,11,16,22,,1600000,,1600000,,,700000,914809,3000000,3920611,76.5186792,1;2,2054,19635;19638;19639;19644;19661;19663;19668;19669;19673;19684,"Tabasco (Adm1). Huitiupan, Ixhuatan, Ixtacomitan, Juarez, Ocotepec, Ostuacan, Pantepec, Pichucalco, Reforma, Solosuchiapa (Adm2)."
2007-0383-USA,2007,0383,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Illinois, Colorado, Michigan, Minnesota, Wisconsin, Ohio, Oklahoma, North Dakota provinces",Heavy rains,Rain,"Slide (land, mud, snow, rock)",,,,,1217000,Km2,36.86,-94.64,,,2007,8,16,2007,8,27,26,40,2800,,2840,,,450000,588092,700000,914809,76.5186792,1,3219;3227;3236;3237;3248;3249;3250;3263,,"Colorado, Illinois, Michigan, Minnesota, North Dakota, Ohio, Oklahoma, Wisconsin (Adm1)."
2007-0464-MEX,2007,0464,,Natural,Meteorological,Storm,Tropical cyclone,,Lorenzo,Mexico,MEX,Central America,Americas,"Veracruz, Puebla provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,20.93,-97.85,,,2007,9,28,2007,10,1,5,,33000,,33000,,,,,,,76.5186792,1,2048;2057,,"Puebla, Veracruz (Adm1)."
2007-0581-USA,2007,0581,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Washington, Oregon provinces",,Flood,"Slide (land, mud, snow, rock)",,,Yes,,160,Kph,47.09,-122.91,,,2007,12,3,2007,12,7,17,28,1100,,1128,,,200000,261374,1000000,1306870,76.5186792,1,3251;3261,,"Oregon, Washington (Adm1)."
2007-0662-USA,2007,0662,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Colorado, Iowa, Kansas, Minnesota, Missouri, Nebraska, Oklahoma, South Dakota provinces",,Flood,Hail,,,,,,Kph,,,,,2007,5,4,2007,5,8,12,40,,,40,,,200000,261374,350000,457405,76.5186792,1,3219;3229;3230;3237;3239;3241;3250;3255,,"Colorado, Iowa, Kansas, Minnesota, Missouri, Nebraska, Oklahoma, South Dakota (Adm1)."
2007-0663-USA,2007,0663,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Texas, Delaware, Connecticut, Georgia, Louisiana, Massachusetts, Maine, Maryland, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Vermont, Virginia provinces",,Flood,Hail,,,,,1300,Kph,,,,,2007,4,13,2007,4,17,23,,,,,,,1566000,2046559,2000000,2613741,76.5186792,1,3220;3221;3224;3232;3233;3234;3235;3238;3243;3244;3246;3247;3252;3253;3254;3257;3259;3260,,"Connecticut, Delaware, Georgia, Louisiana, Maine, Maryland, Massachusetts, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Texas, Vermont, Virginia (Adm1)."
2007-0244-USA,2007,0244,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Wichita Falls area (Wichita district, Texas province), Georgetown areas (Williamson district, Texas province), Burnet, Marble Falls, Granite Shoals areas (Burnet district, Texas province), Granbury area (Hood district, Texas province), Lampasas, Parker, Eastland districts (Texas province), Miami, Commerce areas (Ottawa district, Oklahoma province), Shawnee, Tecumseh, Maud areas (Pottawatomie district, Oklahoma province), Oklahoma city (Oklahoma district, Oklahoma province), Waurika area (Jefferson district, Oklahoma province), Bartlesville, Dewey areas (Washington district, Oklahoma province), Love, Lincoln districts (Oklahoma province), Coffeyville area (Montgomery district, Kansas province), Osawatomie area (Miami district, Kansas province), Allen, Labette, Neosho, Wilson, Woodson districts (Kansas province), Rockville, Papinville areas (Bates district, Missouri province), Vernon district (Missouri province)",Heavy rain,,Rain,,,,,507800,Km2,32.84,-97.17,,"San Gabriel, Brazos, Wichita, Trinity, Guadalupe, Sabine, Nueces, Colorado, Caney, Neosho, Red River, Verdigris, Marais des Cygnes, Pottawatomie, Marmaton, Osage and Marais des Cygnes",2007,6,26,2007,7,6,8,,5000,,5000,,,,,,,76.5186792,2,,29566;29615;29626;29628;29632;29668;29669;30167;30269;30841;30850;30862;30865;30870;30881;31226;31266;31310;31341;31383;31442;31445,"Allen, Bates, Burnet, Eastland, Hood, Jefferson, Labette, Lampasas, Love, Miami, Montgomery, Neosho, Oklahoma, Ottawa, Parker, Pottawatomie, Vernon, Washington, Wichita, Williamson, Wilson, Woodson (Adm2)."
2007-0142-THA,2007,0142,FF-2007-000047,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Sai Rung, Phrai Sawan areas (Yan Ta Khao district, Trang province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,290,Km2,7.44,99.65,,,2007,4,14,2007,4,15,38,,,,,,,,,,,76.5186792,2,,27125,Yan Ta Khao (Adm2).
2007-0537-MEX,2007,0537,,Natural,Hydrological,Landslide,Landslide,,,Mexico,MEX,Central America,Americas,"San Juan Grijalva village (Ostuacan district, Chiapas province)",Heavy rains,Tsunami/Tidal wave,,,,,,,,,,,,2007,11,6,2007,11,6,16,,,,,,,,,,,76.5186792,2,,19663,Ostuacan (Adm2).
2007-0611-THA,2007,0611,FL-2007-000222,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Narathiwat, Yala, Songkhla provinces",Monsoonal rain,Broken Dam/Burst bank,,,,Yes,,,Km2,3.89,102.93,,"Kolok, Sai Buri, Pattani",2007,12,7,2007,12,21,3,,65000,,65000,,,,,,,76.5186792,1,2882;2913;2925,,"Narathiwat, Songkhla, Yala (Adm1)."
2007-0690-USA,2007,0690,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Iowa, Kansas, Minnesota, Texas, Wisconsin provinces",,Hail,,,,,,128,Kph,,,,,2007,5,21,2007,5,25,5,,,,,,,200000,261374,300000,392061,76.5186792,1,3229;3230;3237;3257;3263,,"Iowa, Kansas, Minnesota, Texas, Wisconsin (Adm1)."
2007-0251-USA,2007,0251,,Natural,Hydrological,Flood,Flash flood,,,United States of America (the),USA,Northern America,Americas,New York province,Brief torrential rain,Rain,,,,,,6500,Km2,42.23,-74.95,,"Spring Brook, Veaverkill Creek",2007,6,19,2007,6,20,4,,120,,120,,,,,,,76.5186792,1,3246,,New York (Adm1).
2007-0519-USA,2007,0519,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura districts (California province)",,Storm,,,,Yes,,,Km2,,,,,2007,10,21,2007,10,24,8,64,640000,,640064,,,1900000,2483054,2500000,3267176,76.5186792,2,,28883;28894;28897;28900;28901;28906;28920,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura (Adm2)."
2007-0689-USA,2007,0689,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Arkansas, Iowa, Texas",,Cold wave,,,,,,,Kph,,,,,2007,2,23,2007,2,25,4,27,,,27,,,200000,261374,300000,392061,76.5186792,1,3217;3229;3257,,"Arkansas, Iowa, Texas (Adm1)."
2007-0360-MEX,2007,0360,TC-2007-000135,Natural,Meteorological,Storm,Tropical cyclone,,Dean,Mexico,MEX,Central America,Americas,"Yucatan, Quintana Roo, Campeche, Veracruz, Hidalgo, Puebla provinces",,Flood,,Yes,,Yes,,265,Kph,14.54,-61.02,,,2007,8,21,2007,8,24,9,,140000,,140000,,,475000,620763,600000,784122,76.5186792,1,2031;2040;2048;2050;2057;2058,,"Campeche, Hidalgo, Puebla, Quintana Roo, Veracruz, Yucatan (Adm1)."
2007-0439-MEX,2007,0439,TC-2007-000150,Natural,Meteorological,Storm,Tropical cyclone,,Felix,Mexico,MEX,Central America,Americas,"Veracruz, Tamaulipas, San Luis Potosi provinces",,Flood,,,,,,,Kph,14.62,-83.64,,,2007,9,4,2007,9,6,,,,30000,30000,,,,,,,76.5186792,1,2051;2055;2057,,"San Luis Potosi, Tamaulipas, Veracruz (Adm1)."
2007-0156-USA,2007,0156,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,Texas province,,Flood,,,,,,240,Kph,,,,,2007,4,24,2007,4,26,10,80,,200,280,,,,,,,76.5186792,1,3257,,Texas (Adm1).
2007-0359-USA,2007,0359,,Natural,Meteorological,Storm,Tropical cyclone,,Erin,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Missouri provinces",,Flood,,,,,,132,Kph,,,,,2007,8,16,2007,8,19,7,,,,,,,,,,,76.5186792,1,3239;3250;3257,,"Missouri, Oklahoma, Texas (Adm1)."
2007-0621-USA,2007,0621,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Illinois, Iowa, Missouri, Minnesota, Kansas, Nebraska, Colorado, Michigan, Wisconsin, Wyoming provinces",,Transport accident,,,,,,109,Kph,,,,,2007,12,23,2007,12,26,22,,,,,,,,,,,76.5186792,1,3219;3227;3229;3230;3236;3237;3239;3241;3263;3264,,"Colorado, Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Wisconsin, Wyoming (Adm1)."
2007-0641-USA,2007,0641,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Oklahoma, Missouri, Iowa, Illinois, Kansas, Nebraska, Connecticut, Michigan, New York, New Jersey, Pennsylvania, Rhode Island provinces",,Transport accident,,,,,,,Kph,,,,,2007,12,9,2007,12,11,24,2,,,2,,,450000,588092,500000,653435,76.5186792,1,3220;3227;3229;3230;3236;3239;3241;3244;3246;3250;3252;3253,,"Connecticut, Illinois, Iowa, Kansas, Michigan, Missouri, Nebraska, New Jersey, New York, Oklahoma, Pennsylvania, Rhode Island (Adm1)."
2007-0410-KHM,2007,0410,,Natural,Hydrological,Flood,Riverine flood,,,Cambodia,KHM,South-Eastern Asia,Asia,"Kampong Thom, Ratanak Kiri, Preah Vihear provinces",Monsoonal rain,,,,,,,64580,Km2,13.28,105.88,,,2007,8,10,2007,8,24,2,,19000,,19000,,,,,1000,1307,76.5186792,1,796;807;810,,"Kampong Thom, Preah Vihear, Ratanak Kiri (Adm1)."
2007-0274-KHM,2007,0274,EP-2007-000099,Natural,Biological,Epidemic,Viral disease,,Dengue,Cambodia,KHM,South-Eastern Asia,Asia,"Kandal, Kampong Cham, Siem Riep, Takeo, Phnom Penh, Kampong Speu, Prey Veng",,,,,No,No,,,Vaccinated,,,,,2007,7,,2007,7,,182,,17000,,17000,,,,,,,76.5186792,,,,
2007-0298-KHM,2007,0298,,Technological,Technological,Transport accident,Air,,Antonov AN-24 XU-UA4,Cambodia,KHM,South-Eastern Asia,Asia,Phnom Damrey (Near Sihanoukville),,,,,No,No,,,,,,,,2007,6,25,2007,6,25,22,,,,,,,,,,,76.5186792,,,,
2007-0435-MEX,2007,0435,FL-2007-000154,Natural,Hydrological,Flood,Coastal flood,,,Mexico,MEX,Central America,Americas,"El Higo area (Temporal district, Veracruz province), Panuco, Pueblo Viejo districts (Veracruz province), Altamira, Tampico districts (Tamaulipas province)","Heavy rain, Hurricane Felix",,,,,,,,Km2,14.62,-83.64,,Panuco,2007,9,4,2007,9,12,,,55000,,55000,,,,,,,76.5186792,2,,20990;21025;21197;21206;21232,"Altamira, Panuco, Pueblo Viejo, Tampico, Tempoal (Adm2)."
